Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels
18721,45-49,Ontario,Male,French,French,Trade Certificate/Diploma,Full-Time,Senior Managers/Owners,$100000-$124999,White,Burgers_Burger Past 30 1-2
18722,65-69,Alberta,Male,English,English,High School Graduation Certificate,Not Employed,Professionals,$125000-$149999,White,Chicken_Chicken Past 30 5+
18723,65-69,Quebec,Female,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Technical/Sales/Teaching/Other White Collar,$200000 Or Over,White,Chicken_Chicken Past 30 5+
18724,40-44,Ontario,Male,English,French,Trade Certificate/Diploma,Full-Time,Clerical/Secretarial,$75000-$99999,South Asian (East Indian Pakistani),Burgers_Burger Past 30 1-2
18725,22-24,Manitoba,Male,English,Other,Elementary School Graduation Cert,Part-Time,Senior Managers/Owners,$75000-$99999,White,Chicken_Chicken Past 30 1-2
18726,55-59,Ontario,Female,French,English,High School Graduation Certificate,Full-Time,Other,$25000-$34999,South Asian (East Indian Pakistani),Chicken_Chicken Past 30 1-2
18727,25-29,Quebec,Female,French,English,High School Graduation Certificate,Not Employed,Other Managers,$60000-$74999,White,Burgers_Burger Past 30 1-2
18728,19 Years,Alberta,Male,English,English,High School Graduation Certificate,Full-Time,Other,$60000-$74999,White,Burgers_Burger Past 30 1-2
18729,45-49,Quebec,Female,French,English,High School Graduation Certificate,Full-Time,Clerical/Secretarial,$75000-$99999,White,Chicken_Chicken Past 30 1-2
18730,70+,Ontario,Male,English,Other,Masters Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,$60000-$74999,White,Chicken_Chicken Past 30 1-2
18731,50-54,Quebec,Female,English,French,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,$125000-$149999,White,Chicken_Chicken past 30 3-4
18732,35-39,Alberta,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,$75000-$99999,White,Chicken_Chicken Past 30 1-2
18733,40-44,Quebec,Male,English,English,Trade Certificate/Diploma,Not Employed,Other,$50000-$59999,White,Chicken_Chicken Past 30 1-2
18734,60-64,Nova Scotia,Female,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,$60000-$74999,White,Burgers_Burger Past 30 1-2
18735,45-49,Ontario,Female,French,French,High School Graduation Certificate,Not Employed,Other Managers,$25000-$34999,White,Burgers_Burger Past 30 1-2
18736,60-64,Alberta,Female,English,French,Other Certificate/Diploma Not Univ,Not Employed,Professionals,$75000-$99999,White,Chicken_Chicken Past 30 1-2
18737,45-49,Ontario,Male,English,French,Masters Degrees,Not Employed,Senior Managers/Owners,$150000-$199999,White,Burgers_Burger past 30 3-4
18738,65-69,Ontario,Male,Other,Other,Elementary School Graduation Cert,Not Employed,Other,$200000 Or Over,White,Burgers_Burger Past 30 1-2
18739,19 Years,Quebec,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,$25000-$34999,White,Burgers_Burger Past 30 1-2
18740,45-49,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Part-Time,Other,$150000-$199999,Aboriginal,Burgers_Burger past 30 3-4
18741,50-54,Ontario,Male,French,English,None,Not Employed,Other,$60000-$74999,White,Chicken_Chicken Past 30 5+
18742,70+,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,$35000-$39999,White,Chicken_Chicken Past 30 1-2
18743,18 Years,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Technical/Sales/Teaching/Other White Collar,$40000-$49999,White,Burgers_Burger past 30 3-4
18744,65-69,Ontario,Male,Other,French,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other Managers,$125000-$149999,White,Burgers_Burger Past 30 1-2
18745,45-49,Alberta,Male,English,English,None,Not Employed,Unskilled,$50000-$59999,White,Burgers_Burger Past 30 1-2
18746,50-54,British Columbia,Male,French,French,Elementary School Graduation Cert,Not Employed,Other,Under $25000,Black,Burgers_Burger past 30 3-4
18747,45-49,Quebec,Male,Other,English,Masters Degrees,Part-Time,Other,$50000-$59999,Other,Chicken_Chicken past 30 3-4
18748,70+,British Columbia,Male,French,French,Bachelors Degrees,Not Employed,Other Managers,$125000-$149999,Other,Chicken_Chicken Past 30 5+
18749,20-21,Ontario,Male,French,English,High School Graduation Certificate,Full-Time,Other,$75000-$99999,White,Chicken_Chicken past 30 3-4
18750,35-39,Quebec,Male,English,Arabic,Bachelors Degrees,Full-Time,Primary,$125000-$149999,White,Burgers_Burger Past 30 1-2
18751,60-64,British Columbia,Female,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,$75000-$99999,White,Chicken_Chicken Past 30 1-2
18752,70+,Quebec,Female,English,French,Trade Certificate/Diploma,Part-Time,Technical/Sales/Teaching/Other White Collar,$75000-$99999,East/South Asian (Cambodian Indonesian),Chicken_Chicken Past 30 1-2
18753,65-69,Quebec,Female,French,French,Bachelors Degrees,Not Employed,Other,$200000 Or Over,White,Chicken_Chicken past 30 3-4
18754,55-59,Ontario,Male,English,Arabic,Other Certificate/Diploma Not Univ,Part-Time,Clerical/Secretarial,$60000-$74999,White,Burgers_Burger Past 30 1-2
18755,60-64,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other,$60000-$74999,White,Burgers_Burger Past 30 1-2
18756,65-69,Quebec,Female,English,English,High School Graduation Certificate,Full-Time,Unskilled,$125000-$149999,Other,Chicken_Chicken Past 30 5+
18757,50-54,Ontario,Female,French,English,High School Graduation Certificate,Not Employed,Other,Under $25000,White,Chicken_Chicken Past 30 1-2
18758,50-54,Ontario,Male,French,English,High School Graduation Certificate,Not Employed,Senior Managers/Owners,$40000-$49999,White,Chicken_Chicken Past 30 1-2
18759,35-39,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Part-Time,Other Managers,$75000-$99999,White,Chicken_Chicken Past 30 1-2
18760,55-59,Quebec,Male,Tagalog,English,Bachelors Degrees,Full-Time,Skilled,$100000-$124999,White,Burgers_Burger Past 30 1-2
18761,50-54,Quebec,Female,English,English,Elementary School Graduation Cert,Full-Time,Skilled,$60000-$74999,Latin/Central and South American,Burgers_Burger past 30 3-4
18762,35-39,British Columbia,Female,Other,English,Bachelors Degrees,Full-Time,Skilled,$75000-$99999,White,Chicken_Chicken Past 30 1-2
18763,30-34,British Columbia,Female,Arabic,English,Bachelors Degrees,Full-Time,Other,$50000-$59999,White,Burgers_Burger Past 30 1-2
18764,70+,Ontario,Male,English,English,Masters Degrees,Not Employed,Technical/Sales/Teaching/Other White Collar,$150000-$199999,South Asian (East Indian Pakistani),Chicken_Chicken Past 30 5+
18765,70+,Saskatchewan,Female,French,French,Elementary School Graduation Cert,Part-Time,Other,$100000-$124999,White,Burgers_Burger Past 30 1-2
18766,70+,Alberta,Male,English,English,None,Full-Time,Other Managers,$40000-$49999,White,Burgers_Burger Past 30 1-2
18767,40-44,Quebec,Female,Indian-Hindi,English,Bachelors Degrees,Not Employed,Other,$40000-$49999,White,Burgers_Burger Past 30 1-2
18768,70+,Ontario,Female,Indian-Other,English,High School Graduation Certificate,Full-Time,Senior Managers/Owners,$100000-$124999,White,Burgers_Burger Past 30 5+
18769,65-69,Alberta,Female,English,Other,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,$40000-$49999,White,Burgers_Burger Past 30 1-2
18770,55-59,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,$35000-$39999,White,Popeye (Less) 5+
18771,55-59,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,$50000-$59999,White,Burgers_Burger Past 30 1-2
18772,15-17,Ontario,Male,Arabic,French,High School Graduation Certificate,Part-Time,Other,$100000-$124999,White,Burgers_Burger Past 30 1-2
18773,50-54,Ontario,Female,Other,Spanish,Bachelors Degrees,Not Employed,Skilled,$125000-$149999,White,Popeye (Less) 1-2
18774,65-69,Quebec,Female,Italian,English,Bachelors Degrees,Not Employed,Other Managers,$75000-$99999,Black,Burgers_Burger Past 30 1-2
18775,25-29,Nova Scotia,Female,English,English,Bachelors Degrees,Full-Time,Other Managers,Under $25000,Other,Burgers_Burger Past 30 1-2
18776,45-49,Alberta,Female,Chinese - Mandarin,English,Other Certificate/Diploma Not Univ,Full-Time,Other,$75000-$99999,White,Chicken_Chicken Past 30 1-2
18777,22-24,Ontario,Male,English,English,Trade Certificate/Diploma,Not Employed,Other Managers,$200000 Or Over,White,Burgers_Burger Past 30 1-2
18778,55-59,Ontario,Male,Chinese-Other,English,Elementary School Graduation Cert,Not Employed,Other Managers,$60000-$74999,White,Chicken_Chicken Past 30 1-2
18779,65-69,Quebec,Male,English,French,Bachelors Degrees,Not Employed,Professionals,$60000-$74999,White,Burgers_Burger past 30 3-4
18780,40-44,Quebec,Female,French,English,High School Graduation Certificate,Not Employed,Senior Managers/Owners,$35000-$39999,White,Chicken_Chicken Past 30 1-2
18781,65-69,Saskatchewan,Female,English,English,Earned Doctorate,Full-Time,Other,$60000-$74999,Aboriginal,Chicken_Chicken Past 30 1-2
18782,55-59,Quebec,Female,English,French,High School Graduation Certificate,Part-Time,Other Managers,Under $25000,White,Burgers_Burger Past 30 1-2
18783,25-29,Quebec,Female,French,English,Bachelors Degrees,Not Employed,Skilled,Under $25000,White,Chicken_Chicken Past 30 1-2
18784,55-59,Ontario,Female,English,English,Bachelors Degrees,Part-Time,Other,$100000-$124999,White,Burgers_Burger Past 30 1-2
18785,30-34,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,$75000-$99999,South Asian (East Indian Pakistani),Burgers_Burger Past 30 1-2
18786,30-34,Ontario,Male,French,English,Trade Certificate/Diploma,Not Employed,Technical/Sales/Teaching/Other White Collar,$200000 Or Over,White,Burgers_Burger past 30 3-4
18787,60-64,British Columbia,Female,German,English,Bachelors Degrees,Not Employed,Other Managers,Under $25000,White,Chicken_Chicken Past 30 1-2
18788,30-34,Ontario,Male,English,English,Elementary School Graduation Cert,Part-Time,Other Managers,$25000-$34999,White,Chicken_Chicken Past 30 1-2
18789,50-54,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,Under $25000,White,Chicken_Chicken Past 30 1-2
18790,40-44,British Columbia,Female,Arabic,Arabic,Bachelors Degrees,Full-Time,Other Managers,$25000-$34999,White,Burgers_Burger Past 30 1-2
18791,70+,Alberta,Female,Spanish,French,Elementary School Graduation Cert,Full-Time,Other,$100000-$124999,White,Burgers_Burger Past 30 1-2
18792,18 Years,Saskatchewan,Female,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other,$100000-$124999,Not Stated,Burgers_Burger past 30 3-4
18793,60-64,Nova Scotia,Male,English,French,High School Graduation Certificate,Not Employed,Skilled,$125000-$149999,White,Chicken_Chicken Past 30 1-2
18794,19 Years,Ontario,Female,French,English,Trade Certificate/Diploma,Part-Time,Clerical/Secretarial,$125000-$149999,South Asian (East Indian Pakistani),Burgers_Burger Past 30 1-2
18795,45-49,Saskatchewan,Female,Chinese-Other,French,Univ Cert/Dipl Below Bachelor Level,Full-Time,Technical/Sales/Teaching/Other White Collar,$100000-$124999,Black,Burgers_Burger Past 30 1-2
18796,35-39,Quebec,Female,English,English,High School Graduation Certificate,Not Employed,Other,$50000-$59999,White,Burgers_Burger past 30 3-4
18797,30-34,Ontario,Male,English,English,Bachelors Degrees,Not Employed,Other,$25000-$34999,White,Chicken_Chicken Past 30 1-2
18798,25-29,Alberta,Female,English,English,Trade Certificate/Diploma,Full-Time,Senior Managers/Owners,$125000-$149999,Black,Chicken_Chicken Past 30 1-2
18799,25-29,Quebec,Female,English,English,Elementary School Graduation Cert,Full-Time,Skilled,$125000-$149999,White,Chicken_Chicken Past 30 1-2
18800,35-39,Prince Edward Island,Male,Other,French,Masters Degrees,Not Employed,Other,$75000-$99999,East/South Asian (Cambodian Indonesian),Burgers_Burger Past 30 1-2
18801,22-24,British Columbia,Female,French,French,High School Graduation Certificate,Not Employed,Professionals,$40000-$49999,White,Chicken_Chicken past 30 3-4
18802,55-59,Quebec,Female,English,Spanish,Bachelors Degrees,Full-Time,Professionals,$35000-$39999,White,Chicken_Chicken Past 30 1-2
18803,15-17,British Columbia,Male,English,English,High School Graduation Certificate,Not Employed,Professionals,$50000-$59999,White,Burgers_Burger past 30 3-4
18804,30-34,Newfoundland and Labrador,Female,English,English,Bachelors Degrees,Not Employed,Other,$200000 Or Over,White,Burgers_Burger Past 30 1-2
18805,45-49,Saskatchewan,Male,English,French,High School Graduation Certificate,Part-Time,Other,$40000-$49999,White,Burgers_Burger past 30 3-4
18806,65-69,Ontario,Male,English,English,Trade Certificate/Diploma,Not Employed,Clerical/Secretarial,$75000-$99999,Black,Chicken_Chicken past 30 3-4
18807,22-24,Manitoba,Female,Italian,English,High School Graduation Certificate,Not Employed,Clerical/Secretarial,$40000-$49999,White,Chicken_Chicken Past 30 1-2
18808,45-49,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other Managers,Under $25000,White,Chicken_Chicken Past 30 1-2
18809,30-34,Quebec,Female,English,English,Elementary School Graduation Cert,Not Employed,Skilled,$125000-$149999,White,Burgers_Burger Past 30 1-2
18810,55-59,Quebec,Male,Portuguese,English,Degree In Medicine/Dentistry/ Veterinary Medic,Part-Time,Other,Under $25000,White,Burgers_Burger past 30 3-4
18811,65-69,British Columbia,Female,Chinese-Other,English,High School Graduation Certificate,Full-Time,Other,$50000-$59999,White,Burgers_Burger Past 30 1-2
18812,35-39,Quebec,Female,English,Other,High School Graduation Certificate,Not Employed,Other,Under $25000,Chinese,Chicken_Chicken past 30 3-4
18813,60-64,Quebec,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Clerical/Secretarial,$125000-$149999,White,Chicken_Chicken Past 30 1-2
18814,45-49,Ontario,Male,English,English,Bachelors Degrees,Not Employed,Unskilled,Under $25000,White,Chicken_Chicken Past 30 1-2
18815,50-54,Alberta,Female,French,English,High School Graduation Certificate,Not Employed,Other,Under $25000,White,Burgers_Burger Past 30 1-2
18816,25-29,Quebec,Female,Chinese-Cantonese,Indian-Hindi,Bachelors Degrees,Not Employed,Other,$50000-$59999,White,Chicken_Chicken Past 30 1-2
18817,50-54,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,$50000-$59999,Not Stated,Burgers_Burger Past 30 1-2
18818,35-39,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Clerical/Secretarial,$60000-$74999,White,Chicken_Chicken Past 30 1-2
18819,22-24,Quebec,Male,Spanish,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,$150000-$199999,Aboriginal,Chicken_Chicken Past 30 1-2
18820,60-64,Manitoba,Female,English,English,High School Graduation Certificate,Full-Time,Clerical/Secretarial,$40000-$49999,Not Stated,Burgers_Burger Past 30 1-2
18821,22-24,Alberta,Male,English,Indian-Other,Bachelors Degrees,Part-Time,Other,$200000 Or Over,White,Burgers_Burger Past 30 1-2
18822,30-34,Quebec,Male,English,English,Elementary School Graduation Cert,Full-Time,Unskilled,$50000-$59999,White,Chicken_Chicken Past 30 1-2
18823,25-29,British Columbia,Female,English,English,Elementary School Graduation Cert,Not Employed,Skilled,$75000-$99999,Latin/Central and South American,Burgers_Burger Past 30 1-2
18824,60-64,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,$25000-$34999,White,Burgers_Burger Past 30 5+
18825,30-34,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,$100000-$124999,White,Chicken_Chicken Past 30 1-2
18826,20-21,Ontario,Male,Portuguese,English,Masters Degrees,Not Employed,Clerical/Secretarial,$75000-$99999,White,Burgers_Burger past 30 3-4
18827,50-54,Ontario,Female,French,French,High School Graduation Certificate,Part-Time,Other Managers,$100000-$124999,White,Chicken_Chicken past 30 3-4
18828,35-39,Ontario,Female,English,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,$60000-$74999,White,Chicken_Chicken Past 30 1-2
18829,50-54,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,$150000-$199999,South Asian (East Indian Pakistani),Chicken_Chicken past 30 3-4
18830,45-49,British Columbia,Male,Indian-Punjabi,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Unskilled,$35000-$39999,White,Chicken_Chicken past 30 3-4
18831,40-44,Nova Scotia,Male,French,English,Elementary School Graduation Cert,Not Employed,Other,$40000-$49999,White,Chicken_Chicken Past 30 1-2
18832,60-64,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,$100000-$124999,Filipino,Burgers_Burger Past 30 1-2
18833,25-29,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,Under $25000,White,Chicken_Chicken Past 30 1-2
